WAGE,FEMALE,YRSEDUC,REGION,MIDWEST,NE,WEST,SOUTH
14.52991486,0,13,3,0,1,0,0
10.13798046,0,12,3,0,1,0,0
22.43589783,0,18,3,0,1,0,0
7.5,0,12,3,0,1,0,0
12,0,12,3,0,1,0,0
17.09401703,1,16,3,0,1,0,0
42.78845978,0,18,3,0,1,0,0
27.88461494,1,16,3,0,1,0,0
23.07692337,0,18,3,0,1,0,0
26.49572563,1,14,3,0,1,0,0
14.23076916,0,13,3,0,1,0,0
18.26922989,1,18,3,0,1,0,0
23.07692337,0,18,3,0,1,0,0
15,1,16,3,0,1,0,0
19.23077011,0,9,3,0,1,0,0
28.84615326,0,16,3,0,1,0,0
14.42307663,0,12,3,0,1,0,0
17.40384674,1,18,3,0,1,0,0
17.78846169,1,18,3,0,1,0,0
14.42307663,1,19,3,0,1,0,0
22.11538506,0,12,3,0,1,0,0
2.864583254,0,12,3,0,1,0,0
19.23077011,0,18,3,0,1,0,0
19.23077011,0,12,3,0,1,0,0
15.38461494,0,12,3,0,1,0,0
21.36752129,0,12,3,0,1,0,0
8.17307663,1,12,3,0,1,0,0
28.84615326,0,18,3,0,1,0,0
14.17004013,1,12,3,0,1,0,0
12.5,1,16,3,0,1,0,0
22.91666603,0,16,3,0,1,0,0
41.25,1,16,3,0,1,0,0
25,1,16,3,0,1,0,0
25,0,12,3,0,1,0,0
15.38461494,1,16,3,0,1,0,0
13.46153831,1,12,3,0,1,0,0
21.2550602,1,12,3,0,1,0,0
9.615385056,1,14,3,0,1,0,0
11.75213718,1,12,3,0,1,0,0
7.211538315,0,12,3,0,1,0,0
12.5,0,16,3,0,1,0,0
14.76923084,1,16,3,0,1,0,0
24.03846169,0,16,3,0,1,0,0
25,1,16,3,0,1,0,0
12.01923084,1,12,3,0,1,0,0
9.615385056,1,16,3,0,1,0,0
14.10256386,0,13,3,0,1,0,0
17.20647812,1,18,3,0,1,0,0
22.89377213,0,16,3,0,1,0,0
8.488063812,0,13,3,0,1,0,0
20.83333397,1,14,3,0,1,0,0
6,1,16,3,0,1,0,0
30.28846169,0,16,3,0,1,0,0
25,0,14,3,0,1,0,0
13.46153831,0,13,3,0,1,0,0
14.10256386,1,16,3,0,1,0,0
21.63461494,0,12,3,0,1,0,0
19.23077011,0,13,3,0,1,0,0
12.23776245,1,8,3,0,1,0,0
8.125,1,10,3,0,1,0,0
12.30769253,0,16,3,0,1,0,0
13,0,12,3,0,1,0,0
12.39316273,1,16,3,0,1,0,0
17.09401703,0,12,3,0,1,0,0
13.46153831,1,12,3,0,1,0,0
8.112980843,1,12,3,0,1,0,0
26.31579018,1,16,3,0,1,0,0
26.92307663,1,16,3,0,1,0,0
28.84615326,0,18,3,0,1,0,0
12.82051277,0,12,3,0,1,0,0
8.562637329,1,6,3,0,1,0,0
15.38461494,1,16,3,0,1,0,0
20.14663506,0,18,3,0,1,0,0
22.2570858,1,18,3,0,1,0,0
50.48077011,0,16,3,0,1,0,0
20.3780365,1,13,3,0,1,0,0
16.82692337,0,12,3,0,1,0,0
16.23931694,0,16,3,0,1,0,0
7.396449566,1,13,3,0,1,0,0
17.09401703,1,18,3,0,1,0,0
24.03846169,0,16,3,0,1,0,0
10.57692337,0,16,3,0,1,0,0
12.01923084,0,10,3,0,1,0,0
7.211538315,1,12,3,0,1,0,0
19.23077011,0,12,3,0,1,0,0
26.44230843,0,14,3,0,1,0,0
16.34615326,0,12,3,0,1,0,0
32.69230652,1,16,3,0,1,0,0
7.211538315,0,12,3,0,1,0,0
3.846153736,1,12,3,0,1,0,0
27.47252655,1,16,3,0,1,0,0
19.23077011,0,12,3,0,1,0,0
14.42307663,1,16,3,0,1,0,0
21.53846169,1,16,3,0,1,0,0
31.25,0,18,3,0,1,0,0
25.64102554,0,20,3,0,1,0,0
9.615385056,1,12,3,0,1,0,0
14.42307663,0,12,3,0,1,0,0
8.974358559,0,16,3,0,1,0,0
13.88888931,1,14,3,0,1,0,0
17.30769157,1,14,3,0,1,0,0
19.23077011,0,16,3,0,1,0,0
19.23077011,0,12,3,0,1,0,0
22.11111069,0,13,3,0,1,0,0
13.15789509,1,14,3,0,1,0,0
33.65384674,0,16,3,0,1,0,0
31.25,1,16,3,0,1,0,0
17.30769157,0,12,3,0,1,0,0
3.365384579,1,12,3,0,1,0,0
6.730769157,1,12,3,0,1,0,0
5.769230843,1,9,3,0,1,0,0
32.05128098,0,19,3,0,1,0,0
9.712510109,0,20,3,0,1,0,0
16.66666603,0,12,3,0,1,0,0
9.615385056,0,16,3,0,1,0,0
23.77622414,0,16,3,0,1,0,0
12.5,1,13,3,0,1,0,0
24.03846169,0,13,3,0,1,0,0
16.48351669,1,16,3,0,1,0,0
24.03846169,0,16,3,0,1,0,0
14.42307663,0,12,3,0,1,0,0
48.07692337,1,16,3,0,1,0,0
19.5,0,20,3,0,1,0,0
11.85897446,1,16,3,0,1,0,0
31.25,0,18,3,0,1,0,0
26.44230843,1,14,3,0,1,0,0
23.07692337,0,16,3,0,1,0,0
8.75,1,12,3,0,1,0,0
6.730769157,1,16,3,0,1,0,0
18.84615326,0,16,3,0,1,0,0
23.4285717,1,19,3,0,1,0,0
23.55769157,0,13,3,0,1,0,0
7.211538315,1,14,3,0,1,0,0
7.211538315,0,14,3,0,1,0,0
13.37142849,1,16,3,0,1,0,0
19.14999962,1,16,3,0,1,0,0
14.66346169,0,14,3,0,1,0,0
15.22435856,1,13,3,0,1,0,0
19.23077011,0,14,3,0,1,0,0
18.75,1,16,3,0,1,0,0
20.14652061,0,18,3,0,1,0,0
2.884615421,0,11,3,0,1,0,0
15.46105766,1,12,3,0,1,0,0
20.67307663,0,12,3,0,1,0,0
10.09615421,1,12,3,0,1,0,0
20.67307663,0,16,3,0,1,0,0
5.769230843,1,12,3,0,1,0,0
6.490384579,0,12,3,0,1,0,0
8.241758347,1,13,3,0,1,0,0
18.41243935,0,16,3,0,1,0,0
17.94871712,0,16,3,0,1,0,0
19.23077011,0,12,3,0,1,0,0
14.42307663,0,18,3,0,1,0,0
14.42307663,1,18,3,0,1,0,0
26.44230843,0,16,3,0,1,0,0
16.82692337,1,16,3,0,1,0,0
32.05128098,0,13,3,0,1,0,0
7,1,16,3,0,1,0,0
38.46154022,0,12,3,0,1,0,0
21.15384674,0,16,3,0,1,0,0
5.769230843,0,12,3,0,1,0,0
3.846153736,1,12,3,0,1,0,0
14.9572649,1,13,3,0,1,0,0
15.86538506,0,14,3,0,1,0,0
12.82051277,0,14,3,0,1,0,0
19.23077011,0,16,3,0,1,0,0
25.30364418,1,14,3,0,1,0,0
17.09401703,1,14,3,0,1,0,0
8.547008514,0,14,3,0,1,0,0
7.692307472,0,12,3,0,1,0,0
7.211538315,1,13,3,0,1,0,0
22.11538506,0,12,3,0,1,0,0
15.38461494,1,13,3,0,1,0,0
14.42307663,1,13,3,0,1,0,0
12.98076916,1,16,3,0,1,0,0
16.82692337,0,14,3,0,1,0,0
14.42307663,0,11,3,0,1,0,0
14.42307663,1,12,3,0,1,0,0
5.769230843,1,12,3,0,1,0,0
8,1,12,3,0,1,0,0
9.134614944,0,14,3,0,1,0,0
6.04395628,0,12,3,0,1,0,0
12.01923084,1,12,3,0,1,0,0
18.17067337,0,18,3,0,1,0,0
9.998077393,1,16,3,0,1,0,0
9.375,1,12,3,0,1,0,0
19.08653831,0,12,3,0,1,0,0
21.63461494,0,12,3,0,1,0,0
14.42307663,0,12,3,0,1,0,0
7.403846264,1,12,3,0,1,0,0
18.02884674,0,13,3,0,1,0,0
9.158654213,0,12,3,0,1,0,0
14.42307663,0,13,3,0,1,0,0
4.807692528,1,10,3,0,1,0,0
12.99376297,1,12,3,0,1,0,0
19.23077011,0,14,3,0,1,0,0
10.89743614,1,13,3,0,1,0,0
19.28307724,0,13,3,0,1,0,0
18.03418732,1,16,3,0,1,0,0
7.5,1,13,3,0,1,0,0
9.615385056,1,12,3,0,1,0,0
15.38461494,0,12,3,0,1,0,0
20.14652061,0,13,3,0,1,0,0
14.55301476,1,13,3,0,1,0,0
16.49038506,1,16,3,0,1,0,0
14.42307663,0,12,3,0,1,0,0
8.958333015,0,13,3,0,1,0,0
18.75,1,14,3,0,1,0,0
17.30769157,0,12,3,0,1,0,0
4.807692528,1,12,3,0,1,0,0
22.45322227,1,20,3,0,1,0,0
7.601442337,1,16,3,0,1,0,0
24.03846169,0,16,3,0,1,0,0
11.53846169,1,12,3,0,1,0,0
20.57692337,0,13,3,0,1,0,0
9.615385056,0,12,3,0,1,0,0
13.93124962,1,14,3,0,1,0,0
14.90384579,0,12,3,0,1,0,0
16.34615326,0,14,3,0,1,0,0
6.25,1,12,3,0,1,0,0
11.53846169,1,16,3,0,1,0,0
8.5,0,6,3,0,1,0,0
11.25,0,12,3,0,1,0,0
12.5,1,12,3,0,1,0,0
26.37362671,1,18,3,0,1,0,0
13.67521381,0,12,3,0,1,0,0
11.53846169,1,12,3,0,1,0,0
20.37451935,0,12,3,0,1,0,0
19.36330605,0,18,3,0,1,0,0
20.04961586,1,18,3,0,1,0,0
8.846154213,1,14,3,0,1,0,0
19.23077011,0,16,3,0,1,0,0
11.05769253,0,12,3,0,1,0,0
9.947368622,1,13,3,0,1,0,0
6.923077106,0,12,3,0,1,0,0
27.77777863,1,18,3,0,1,0,0
10.39999962,1,13,3,0,1,0,0
9.064002991,0,12,3,0,1,0,0
25,0,12,3,0,1,0,0
14.0625,1,12,3,0,1,0,0
42.73504257,0,18,3,0,1,0,0
11.77884579,1,13,3,0,1,0,0
4.025044918,1,8,3,0,1,0,0
11.45833302,1,8,3,0,1,0,0
6.730769157,0,16,3,0,1,0,0
11.05769253,1,12,3,0,1,0,0
19.6581192,0,13,3,0,1,0,0
20.67307663,0,16,3,0,1,0,0
16.15384674,1,18,3,0,1,0,0
13.24786282,0,14,3,0,1,0,0
16.48351669,1,13,3,0,1,0,0
3.75,1,12,3,0,1,0,0
28.84615326,0,16,3,0,1,0,0
10.98901081,0,19,3,0,1,0,0
13.94230747,1,16,3,0,1,0,0
38.46154022,0,16,3,0,1,0,0
18.26922989,1,19,3,0,1,0,0
15.38461494,0,19,3,0,1,0,0
8.653845787,0,14,3,0,1,0,0
7.396449566,0,12,3,0,1,0,0
19.23077011,0,14,3,0,1,0,0
17.30769157,0,13,3,0,1,0,0
23.07692337,1,12,3,0,1,0,0
7.211538315,1,12,3,0,1,0,0
22.35577011,0,12,3,0,1,0,0
22.30769157,0,14,3,0,1,0,0
16.48351669,0,16,3,0,1,0,0
27.47252655,1,14,3,0,1,0,0
14.42307663,1,14,3,0,1,0,0
21.63461494,0,14,3,0,1,0,0
8.17307663,1,12,3,0,1,0,0
12.01923084,0,12,3,0,1,0,0
13.18681335,0,13,3,0,1,0,0
24.03846169,0,13,3,0,1,0,0
15.38461494,0,12,3,0,1,0,0
24.03846169,1,16,3,0,1,0,0
29.80769157,0,16,3,0,1,0,0
24.29149818,1,18,3,0,1,0,0
15.68825912,1,13,3,0,1,0,0
19.23077011,0,12,3,0,1,0,0
12.63736248,1,12,3,0,1,0,0
16.82692337,0,14,3,0,1,0,0
24.03846169,1,14,3,0,1,0,0
6.578947544,1,10,3,0,1,0,0
15.38461494,0,12,3,0,1,0,0
15.86538506,0,13,3,0,1,0,0
12.01923084,1,16,3,0,1,0,0
13.55769253,0,12,3,0,1,0,0
15.38461494,0,12,3,0,1,0,0
26.37362671,1,16,3,0,1,0,0
11.96581173,0,9,3,0,1,0,0
6.730769157,1,9,3,0,1,0,0
11.96581173,0,16,3,0,1,0,0
7.692307472,1,8,3,0,1,0,0
21.63461494,0,11,3,0,1,0,0
10.43956089,0,19,3,0,1,0,0
11.85897446,0,16,3,0,1,0,0
14.42307663,0,13,3,0,1,0,0
13.52499962,1,16,3,0,1,0,0
27.40384674,0,16,3,0,1,0,0
11.53846169,1,12,3,0,1,0,0
21.63461494,0,16,3,0,1,0,0
16.48351669,1,13,3,0,1,0,0
26.92307663,0,16,3,0,1,0,0
25.03921509,1,16,3,0,1,0,0
12.5,1,13,3,0,1,0,0
6.730769157,1,9,3,0,1,0,0
28.84615326,0,13,3,0,1,0,0
15.38461494,1,12,3,0,1,0,0
19.23077011,0,12,3,0,1,0,0
11.53846169,1,12,3,0,1,0,0
10.98901081,1,14,3,0,1,0,0
7.307692528,1,12,3,0,1,0,0
22.67573738,0,14,3,0,1,0,0
19.50549507,0,13,3,0,1,0,0
30.76922989,0,14,3,0,1,0,0
14.65201473,0,13,3,0,1,0,0
28.84615326,0,12,3,0,1,0,0
23.55769157,1,18,3,0,1,0,0
12.5,0,14,3,0,1,0,0
13.46153831,1,14,3,0,1,0,0
7.692307472,1,14,3,0,1,0,0
16.15384674,0,12,3,0,1,0,0
9.467455864,0,12,3,0,1,0,0
16.63461494,1,12,3,0,1,0,0
11.05263138,1,12,3,0,1,0,0
9.75,0,14,3,0,1,0,0
15.81196594,1,19,3,0,1,0,0
10.35503006,0,19,3,0,1,0,0
9.615385056,1,6,3,0,1,0,0
26.62721825,0,16,3,0,1,0,0
34.61538315,0,12,3,0,1,0,0
15.38461494,1,16,3,0,1,0,0
51.09615326,0,13,3,0,1,0,0
7.293269157,0,16,3,0,1,0,0
4.807692528,0,12,3,0,1,0,0
27.77777863,0,20,3,0,1,0,0
19.47115326,1,18,3,0,1,0,0
9.247894287,1,16,3,0,1,0,0
14.32397938,0,12,3,0,1,0,0
19.23077011,0,14,3,0,1,0,0
20.03205109,0,12,3,0,1,0,0
2.517006874,0,14,3,0,1,0,0
21.36752129,0,14,3,0,1,0,0
16.5,0,13,3,0,1,0,0
9.375,0,14,3,0,1,0,0
12.01923084,0,13,3,0,1,0,0
15.38461494,0,9,3,0,1,0,0
11.05769253,1,13,3,0,1,0,0
13.33333302,1,12,3,0,1,0,0
7.692307472,1,12,3,0,1,0,0
9.29487133,0,12,3,0,1,0,0
12.41394234,0,12,3,0,1,0,0
12.82051277,0,18,3,0,1,0,0
9.615385056,1,14,3,0,1,0,0
3,0,12,3,0,1,0,0
21.63461494,0,11,3,0,1,0,0
10.09615421,1,18,3,0,1,0,0
28.20512772,0,16,3,0,1,0,0
18.26922989,1,16,3,0,1,0,0
13.40192318,1,12,3,0,1,0,0
18.26922989,0,16,3,0,1,0,0
10,0,12,3,0,1,0,0
11.25,1,12,3,0,1,0,0
31.25,0,18,3,0,1,0,0
32.05128098,1,18,3,0,1,0,0
11.96581173,1,13,3,0,1,0,0
13.46153831,0,12,3,0,1,0,0
12.5,1,14,3,0,1,0,0
5.358654022,1,12,3,0,1,0,0
16.82692337,1,14,3,0,1,0,0
10.53113556,0,12,3,0,1,0,0
17.64705849,0,13,3,0,1,0,0
17.71255112,1,12,3,0,1,0,0
10,0,12,3,0,1,0,0
29.72027969,0,16,3,0,1,0,0
14.31923103,1,16,3,0,1,0,0
13.14102554,0,16,3,0,1,0,0
26.82692337,0,12,3,0,1,0,0
5.769230843,0,9,3,0,1,0,0
13.46153831,0,9,3,0,1,0,0
13.46153831,0,9,3,0,1,0,0
10.09615421,0,9,3,0,1,0,0
14.42307663,0,10,3,0,1,0,0
9,0,12,3,0,1,0,0
9.895833015,0,12,3,0,1,0,0
11.97916698,0,12,3,0,1,0,0
18.75,0,16,3,0,1,0,0
17.7514801,0,19,3,0,1,0,0
5.384615421,1,13,3,0,1,0,0
15.38461494,0,16,3,0,1,0,0
25,0,16,3,0,1,0,0
14.42307663,0,14,3,0,1,0,0
17.78846169,1,12,3,0,1,0,0
3.365384579,0,14,3,0,1,0,0
10.57692337,1,12,3,0,1,0,0
24.03846169,0,18,3,0,1,0,0
13.94134617,0,12,3,0,1,0,0
33.65384674,1,12,3,0,1,0,0
4.699999809,1,8,3,0,1,0,0
9.300000191,0,12,3,0,1,0,0
13.94230747,0,13,3,0,1,0,0
13.18681335,0,12,3,0,1,0,0
12.82051277,1,13,3,0,1,0,0
12.82051277,0,12,3,0,1,0,0
6.730769157,1,12,3,0,1,0,0
14.42307663,1,13,3,0,1,0,0
12.69230747,0,12,3,0,1,0,0
21,0,14,3,0,1,0,0
17.58241844,0,16,3,0,1,0,0
20.32966995,1,12,3,0,1,0,0
29.9145298,0,16,3,0,1,0,0
11.05769253,1,12,3,0,1,0,0
25,1,13,3,0,1,0,0
13.46153831,0,12,3,0,1,0,0
4.554656029,1,12,3,0,1,0,0
28.84615326,0,18,3,0,1,0,0
4.807692528,1,13,3,0,1,0,0
22.11538506,0,13,3,0,1,0,0
20.19230843,0,12,3,0,1,0,0
15.38461494,1,12,3,0,1,0,0
19.23077011,0,8,3,0,1,0,0
19.23077011,1,11,3,0,1,0,0
10.57692337,1,12,3,0,1,0,0
12.05576897,0,12,3,0,1,0,0
25.48077011,1,12,3,0,1,0,0
21.36752129,0,12,3,0,1,0,0
15.38461494,1,12,3,0,1,0,0
12.01923084,0,12,3,0,1,0,0
42.73504257,0,19,3,0,1,0,0
17.30769157,1,16,3,0,1,0,0
20.19230843,0,12,3,0,1,0,0
15.86538506,0,9,3,0,1,0,0
11.05769253,1,19,3,0,1,0,0
10.83916092,0,13,3,0,1,0,0
4.150000095,1,12,3,0,1,0,0
9.615385056,0,12,3,0,1,0,0
19.23077011,1,12,3,0,1,0,0
19.23077011,1,18,3,0,1,0,0
22.98077011,0,12,3,0,1,0,0
5.288461685,0,9,3,0,1,0,0
6.009615421,1,9,3,0,1,0,0
17.30769157,0,16,3,0,1,0,0
4.807692528,0,19,3,0,1,0,0
24.03846169,0,18,3,0,1,0,0
24.03846169,1,18,3,0,1,0,0
25.7142849,0,12,3,0,1,0,0
8.413461685,1,13,3,0,1,0,0
24.65483284,0,12,3,0,1,0,0
13.46153831,1,13,3,0,1,0,0
8.653845787,0,12,3,0,1,0,0
6.75,1,8,3,0,1,0,0
9.615385056,0,18,3,0,1,0,0
14.42307663,1,16,3,0,1,0,0
9.615385056,1,12,3,0,1,0,0
15.86538506,0,12,3,0,1,0,0
12.24489784,1,12,3,0,1,0,0
8.269230843,1,20,3,0,1,0,0
17.30769157,0,16,3,0,1,0,0
29.72027969,1,20,3,0,1,0,0
37.01922989,0,16,3,0,1,0,0
45.31590271,0,16,3,0,1,0,0
20.76922989,1,16,3,0,1,0,0
26.44230843,0,16,3,0,1,0,0
32.05128098,0,19,3,0,1,0,0
4.615384579,0,12,3,0,1,0,0
11.05769253,1,16,3,0,1,0,0
8.024999619,1,12,3,0,1,0,0
10,0,14,3,0,1,0,0
26.92307663,0,16,3,0,1,0,0
8.653845787,0,14,3,0,1,0,0
17.94871712,0,9,3,0,1,0,0
9.199999809,1,12,3,0,1,0,0
21.63461494,1,16,3,0,1,0,0
16.34615326,0,13,3,0,1,0,0
15.03496456,1,13,3,0,1,0,0
8.17307663,0,12,3,0,1,0,0
10.83916092,0,14,3,0,1,0,0
28.84615326,1,13,3,0,1,0,0
24.03846169,0,16,3,0,1,0,0
13.73626328,0,16,3,0,1,0,0
10.28846169,0,14,3,0,1,0,0
18.5,1,16,3,0,1,0,0
20.94017029,0,14,3,0,1,0,0
25.48077011,1,16,3,0,1,0,0
26.92307663,0,20,3,0,1,0,0
21.15384674,1,20,3,0,1,0,0
26.92307663,0,20,3,0,1,0,0
12.82051277,1,20,3,0,1,0,0
17.02724266,0,19,3,0,1,0,0
11.53846169,0,12,3,0,1,0,0
31.25,0,14,3,0,1,0,0
21.36752129,0,16,3,0,1,0,0
17.30769157,0,16,3,0,1,0,0
10.13986015,0,12,3,0,1,0,0
12.2710619,1,16,3,0,1,0,0
13.31360912,0,16,3,0,1,0,0
5.982905865,1,12,3,0,1,0,0
32.05128098,0,12,3,0,1,0,0
13.75,1,12,3,0,1,0,0
23.07692337,0,14,3,0,1,0,0
10.76923084,1,14,3,0,1,0,0
20.11538506,0,14,3,0,1,0,0
19.23077011,1,14,3,0,1,0,0
23.07692337,1,13,3,0,1,0,0
7.692307472,0,13,3,0,1,0,0
35.72980881,1,16,3,0,1,0,0
12.01923084,1,13,3,0,1,0,0
12.5,0,12,3,0,1,0,0
3.846153736,1,10,3,0,1,0,0
12.01923084,1,13,3,0,1,0,0
28.5714283,0,14,3,0,1,0,0
15.81196594,0,13,3,0,1,0,0
10.68376064,0,12,3,0,1,0,0
12.58241749,1,12,3,0,1,0,0
17.94871712,0,12,3,0,1,0,0
14.66346169,1,13,3,0,1,0,0
28.84615326,0,14,3,0,1,0,0
21.63461494,0,12,3,0,1,0,0
7.692307472,1,12,3,0,1,0,0
13.88414669,0,14,3,0,1,0,0
46.15384674,0,16,3,0,1,0,0
23.07692337,1,13,3,0,1,0,0
20.67307663,1,13,3,0,1,0,0
11,0,16,3,0,1,0,0
38.46154022,0,14,3,0,1,0,0
10.43956089,1,16,3,0,1,0,0
36.05769348,0,18,3,0,1,0,0
13.42573738,1,13,3,0,1,0,0
26.87307739,0,14,3,0,1,0,0
15.38461494,1,14,3,0,1,0,0
10.57692337,1,9,3,0,1,0,0
10.78431416,0,13,3,0,1,0,0
24.78632545,1,16,3,0,1,0,0
5.782051086,1,12,3,0,1,0,0
20.67307663,0,16,3,0,1,0,0
42.73504257,0,19,3,0,1,0,0
38.46154022,0,18,3,0,1,0,0
25.64102554,0,16,3,0,1,0,0
12.01923084,0,12,3,0,1,0,0
12.98076916,1,12,3,0,1,0,0
13.73626328,0,16,3,0,1,0,0
23.07692337,1,16,3,0,1,0,0
16.23365402,0,14,3,0,1,0,0
5.494505405,0,10,3,0,1,0,0
25,1,16,3,0,1,0,0
9.134614944,0,13,3,0,1,0,0
9.134614944,1,11,3,0,1,0,0
21.63461494,0,12,3,0,1,0,0
7.777777672,1,12,3,0,1,0,0
6.730769157,0,10,3,0,1,0,0
14.0625,0,16,3,0,1,0,0
7.5,0,12,3,0,1,0,0
11.05817318,1,12,3,0,1,0,0
4.808823586,1,9,3,0,1,0,0
14.23076916,0,12,3,0,1,0,0
23.62637329,1,14,3,0,1,0,0
5.769230843,1,12,3,0,1,0,0
10.76923084,0,14,3,0,1,0,0
19.18269157,0,12,3,0,1,0,0
11.88811207,1,16,3,0,1,0,0
21.36752129,0,16,3,0,1,0,0
16.48351669,1,13,3,0,1,0,0
27.47252655,0,12,3,0,1,0,0
14.42307663,1,12,3,0,1,0,0
12.82051277,0,12,3,0,1,0,0
19.23077011,0,13,3,0,1,0,0
8.516483307,1,12,3,0,1,0,0
21.63461494,0,19,3,0,1,0,0
18.75,1,16,3,0,1,0,0
26.44230843,0,14,3,0,1,0,0
23.07692337,0,16,3,0,1,0,0
15,1,13,3,0,1,0,0
18.37606812,1,16,3,0,1,0,0
42.73504257,0,16,3,0,1,0,0
12.01923084,0,12,3,0,1,0,0
21.36752129,1,14,3,0,1,0,0
10.81196594,0,16,3,0,1,0,0
11.53846169,1,12,3,0,1,0,0
8.357142448,1,12,3,0,1,0,0
15.54198742,0,12,3,0,1,0,0
11.05769253,0,12,3,0,1,0,0
11.43518543,0,18,3,0,1,0,0
12.69230747,0,13,3,0,1,0,0
26.70940208,0,13,3,0,1,0,0
24.03846169,0,12,3,0,1,0,0
11.21794891,0,16,3,0,1,0,0
24.03846169,0,14,3,0,1,0,0
7.051281929,0,13,3,0,1,0,0
14.42307663,1,18,3,0,1,0,0
26.44230843,0,16,3,0,1,0,0
19.23077011,1,14,3,0,1,0,0
18.30865479,0,13,3,0,1,0,0
11.36363602,1,13,3,0,1,0,0
8.476922989,1,16,3,0,1,0,0
13.94230747,0,16,3,0,1,0,0
10.57692337,1,12,3,0,1,0,0
28.84615326,0,12,3,0,1,0,0
11.97115421,1,12,3,0,1,0,0
26.44230843,1,18,3,0,1,0,0
14.66346169,0,14,3,0,1,0,0
7.596153736,1,9,3,0,1,0,0
11.25,0,12,3,0,1,0,0
14.85576916,1,16,3,0,1,0,0
24.03846169,0,16,3,0,1,0,0
14.14903831,0,13,3,0,1,0,0
21.26104736,1,18,3,0,1,0,0
16.63461494,1,14,3,0,1,0,0
7.692307472,0,12,3,0,1,0,0
21.67832184,0,16,3,0,1,0,0
19.23077011,0,16,3,0,1,0,0
19.23077011,1,16,3,0,1,0,0
20.03205109,0,12,3,0,1,0,0
14.42307663,1,16,3,0,1,0,0
16.34615326,1,13,3,0,1,0,0
6.870951653,1,12,3,0,1,0,0
16.82692337,1,10,3,0,1,0,0
12.5,0,18,3,0,1,0,0
10,0,8,3,0,1,0,0
12.01923084,0,12,3,0,1,0,0
19.71153831,0,8,3,0,1,0,0
23.88269234,0,14,3,0,1,0,0
18.78354263,0,12,3,0,1,0,0
10.81730747,1,13,3,0,1,0,0
22.72727203,0,14,3,0,1,0,0
34.61538315,1,14,3,0,1,0,0
13.94230747,1,13,3,0,1,0,0
52.88461685,0,12,3,0,1,0,0
7.692307472,0,13,3,0,1,0,0
9.615385056,1,14,3,0,1,0,0
12.82051277,0,13,3,0,1,0,0
16.82692337,0,16,3,0,1,0,0
13.94230747,0,12,3,0,1,0,0
7,0,12,3,0,1,0,0
16.82692337,0,12,3,0,1,0,0
15.86538506,1,12,3,0,1,0,0
12.01923084,0,12,3,0,1,0,0
10.76923084,1,13,3,0,1,0,0
20.19230843,0,12,3,0,1,0,0
27.47252655,0,13,3,0,1,0,0
35.04273605,1,18,3,0,1,0,0
12.5,0,13,3,0,1,0,0
9.615385056,1,13,3,0,1,0,0
26.92307663,0,18,3,0,1,0,0
24.03846169,0,16,3,0,1,0,0
31.25,1,12,3,0,1,0,0
19.23077011,1,16,3,0,1,0,0
17.62820435,1,18,3,0,1,0,0
7.5,0,12,3,0,1,0,0
21.97802162,1,13,3,0,1,0,0
17.48251724,1,18,3,0,1,0,0
7.428571224,1,12,3,0,1,0,0
14.42307663,0,12,3,0,1,0,0
24.47115326,1,12,3,0,1,0,0
4.807692528,0,12,3,0,1,0,0
31.25,0,18,3,0,1,0,0
15.18218613,1,12,3,0,1,0,0
9.615385056,0,11,3,0,1,0,0
13.66396809,1,12,3,0,1,0,0
15.81196594,1,12,3,0,1,0,0
13.46153831,1,12,3,0,1,0,0
33.14777374,1,16,3,0,1,0,0
8.75,0,12,3,0,1,0,0
12.01923084,1,12,3,0,1,0,0
11.63461494,0,12,3,0,1,0,0
16.96832657,1,13,3,0,1,0,0
10.68376064,1,13,3,0,1,0,0
4.166666508,1,13,3,0,1,0,0
25.48077011,1,14,3,0,1,0,0
24.47115326,1,12,3,0,1,0,0
13.94230747,0,12,3,0,1,0,0
10.57692337,1,12,3,0,1,0,0
3.846153736,1,14,3,0,1,0,0
21.39422989,0,12,3,0,1,0,0
15.73426533,0,13,3,0,1,0,0
23.71794891,1,13,3,0,1,0,0
8.333333015,0,18,3,0,1,0,0
7.25,1,13,3,0,1,0,0
14.79289913,0,18,3,0,1,0,0
15.86538506,1,16,3,0,1,0,0
19.23077011,0,14,3,0,1,0,0
16.82692337,0,12,3,0,1,0,0
13.46153831,1,14,3,0,1,0,0
22.11538506,0,12,3,0,1,0,0
29.05982971,0,16,3,0,1,0,0
13.46153831,1,16,3,0,1,0,0
32.52747345,1,18,3,0,1,0,0
19.23077011,1,18,3,0,1,0,0
10.09711552,1,14,3,0,1,0,0
4.807692528,1,13,3,0,1,0,0
9.134614944,1,12,3,0,1,0,0
14.68531513,1,14,3,0,1,0,0
11.53846169,0,12,3,0,1,0,0
14.90384579,0,16,3,0,1,0,0
8.653845787,1,12,3,0,1,0,0
32.05128098,0,16,3,0,1,0,0
9.615385056,1,12,3,0,1,0,0
13.46153831,0,12,3,0,1,0,0
8.333333015,1,12,3,0,1,0,0
11.81318665,0,10,3,0,1,0,0
21.15384674,0,19,3,0,1,0,0
21.15384674,1,19,3,0,1,0,0
6.25,1,12,3,0,1,0,0
38.46154022,1,20,3,0,1,0,0
22.59615326,0,12,3,0,1,0,0
16.66666603,0,13,3,0,1,0,0
29.61538506,0,18,3,0,1,0,0
