year,male,earnings,female
2012,0,14.03846169,1
2012,1,25,0
2012,1,9.890110016,0
2012,1,18,0
2012,1,15.38461494,0
2012,0,16.53846169,1
2012,0,23.62637329,1
2012,1,30.44871712,0
2012,1,22.11538506,0
2012,0,12.76223755,1
2012,0,18.3150177,1
2012,0,24.5,1
2012,1,16.66666603,0
2012,0,17.78846169,1
2012,0,17.78942299,1
2012,0,21.36752129,1
2012,1,19.23077011,0
2012,0,21.15384674,1
2012,1,33.65384674,0
2012,0,17.09487152,1
2012,0,23.50427437,1
2012,1,42.30769348,0
2012,0,6.25,1
2012,0,16.82692337,1
2012,0,32.93269348,1
2012,0,13.18681335,1
2012,1,12.01923084,0
2012,0,11.33241749,1
2012,0,23.31730843,1
2012,1,33.65384674,0
2012,1,26.51922989,0
2012,0,34.90384674,1
2012,0,28.84615326,1
2012,1,10.43317318,0
2012,1,24.03846169,0
2012,0,32.05128098,1
2012,1,13.88888931,0
2012,0,26.92307663,1
2012,1,14.42307663,0
2012,1,12.98076916,0
2012,0,11.53846169,1
2012,0,17.78846169,1
2012,1,17,0
2012,1,28.04487228,0
2012,0,13.46153831,1
2012,1,38.46154022,0
2012,1,33.84615326,0
2012,1,33.84615326,0
2012,0,28.26922989,1
2012,0,19.67799568,1
2012,1,27.88461494,0
2012,0,40.06410217,1
2012,0,13.07692337,1
2012,1,15.38461494,0
2012,0,13.46153831,1
2012,1,27.2435894,0
2012,1,35.09615326,0
2012,1,11.53846169,0
2012,0,14.42307663,1
2012,0,24.03846169,1
2012,0,11.73557663,1
2012,1,23,0
2012,0,9.615385056,1
2012,1,20.5128212,0
2012,1,14.42307663,0
2012,1,11.53846169,0
2012,0,10.09615421,1
2012,1,19.23077011,0
2012,0,28.36538506,1
2012,0,13.46153831,1
2012,0,23.07692337,1
2012,1,22.11538506,0
2012,1,25,0
2012,1,16.53846169,0
2012,0,10.57692337,1
2012,1,34.61538315,0
2012,1,19.71153831,0
2012,0,19.23077011,1
2012,0,13.46153831,1
2012,0,17.78942299,1
2012,1,28.84615326,0
2012,0,48.07692337,1
2012,1,15.81196594,0
2012,0,17.78846169,1
2012,1,13.46153831,0
2012,1,16.14999962,0
2012,0,16.29807663,1
2012,0,27.88461494,1
2012,1,23.07692337,0
2012,1,24.03846169,0
2012,0,29.56730843,1
2012,0,5.78231287,1
2012,1,24.03846169,0
2012,1,16.34711456,0
2012,0,13.98671341,1
2012,0,22.52747345,1
2012,1,12.30769253,0
2012,1,19.23077011,0
2012,1,44.56730652,0
2012,0,31.25,1
2012,1,20.19230843,0
2012,1,72.11538696,0
2012,0,21.23397446,1
2012,1,35.09615326,0
2012,0,27.40384674,1
2012,0,15.86538506,1
2012,1,33.65384674,0
2012,0,38.46154022,1
2012,0,35.25640869,1
2012,0,36.05769348,1
2012,1,25,0
2012,0,24.51922989,1
2012,1,28.84615326,0
2012,1,24.03846169,0
2012,0,19.71153831,1
2012,1,22.59615326,0
2012,1,21.36752129,0
2012,0,37.5,1
2012,1,30,0
2012,1,30,0
2012,1,39.56044006,0
2012,0,17.25961494,1
2012,0,15.38461494,1
2012,0,16.83673477,1
2012,1,26.44230843,0
2012,0,22.59615326,1
2012,0,42.78845978,1
2012,0,28.42777824,1
2012,1,28.84615326,0
2012,1,28.84615326,0
2012,1,36.05769348,0
2012,0,16.82692337,1
2012,0,33.65384674,1
2012,1,23.07692337,0
2012,0,28.84615326,1
2012,0,5.75,1
2012,0,23.64864922,1
2012,0,13.55692291,1
2012,1,23.02307701,0
2012,1,20.19230843,0
2012,0,21.63461494,1
2012,0,40.86538315,1
2012,0,38.46154022,1
2012,0,23.86971092,1
2012,0,15.38461494,1
2012,0,37.5,1
2012,1,28.84615326,0
2012,1,35.57692337,0
2012,1,32.47863388,0
2012,1,25,0
2012,1,35.57692337,0
2012,0,36.05769348,1
2012,1,16.49038506,0
2012,1,23.93162346,0
2012,0,13.46153831,1
2012,1,28.84615326,0
2012,0,25,1
2012,1,22.59615326,0
2012,1,25,0
2012,1,28.84615326,0
2012,0,16.34615326,1
2012,1,25.24038506,0
2012,0,28.84615326,1
2012,1,28.84615326,0
2012,0,18.80341911,1
2012,1,38.46154022,0
2012,1,12.23776245,0
2012,1,16.82692337,0
2012,0,37.39316177,1
2012,1,12.23776245,0
2012,1,20.19230843,0
2012,0,10.33653831,1
2012,1,16.82692337,0
2012,1,57.69230652,0
2012,0,23.90852356,1
2012,1,15.06410217,0
2012,0,24.03846169,1
2012,0,27.69230843,1
2012,1,13.46153831,0
2012,1,28.113554,0
2012,0,29.32692337,1
2012,0,14.71153831,1
2012,0,19.23077011,1
2012,0,15.38461494,1
2012,0,8.741258621,1
2012,0,14.32692337,1
2012,1,16.82692337,0
2012,1,38.46154022,0
2012,1,18.50961494,0
2012,0,28.84615326,1
2012,1,28.84615326,0
2012,0,24.03846169,1
2012,1,23.07692337,0
2012,1,25.96153831,0
2012,0,15.625,1
2012,0,10.56290054,1
2012,1,10.91346169,0
2012,1,20,0
2012,0,12.82051277,1
2012,1,31.25,0
2012,0,35.57692337,1
2012,0,16.82692337,1
2012,0,14.23076916,1
2012,0,20.5128212,1
2012,1,36.5394249,0
2012,0,11.15384579,1
2012,1,30.76922989,0
2012,1,18.37606812,0
2012,1,18.16239357,0
2012,1,13.7435894,0
2012,1,19.23077011,0
2012,1,20.38461494,0
2012,0,15.86538506,1
2012,1,20.19230843,0
2012,0,40.86538315,1
2012,1,18.18181801,0
2012,0,13.94230747,1
2012,0,21.63461494,1
2012,0,27.77777863,1
2012,0,12.01923084,1
2012,1,34.18803406,0
2012,1,40.86538315,0
2012,0,13.46153831,1
2012,0,24.03846169,1
2012,0,29.38034248,1
2012,1,19.23077011,0
2012,1,24.03846169,0
2012,0,25.48077011,1
2012,0,26.44230843,1
2012,1,22.11538506,0
2012,0,17.30769157,1
2012,0,20.19230843,1
2012,1,19.23077011,0
2012,1,24.03846169,0
2012,1,10.41666698,0
2012,0,20.71006012,1
2012,0,28.46153831,1
2012,1,28.84615326,0
2012,0,17.30769157,1
2012,0,21.97802162,1
2012,0,27.11538506,1
2012,1,32.05128098,0
2012,1,23.84615326,0
2012,0,19.42307663,1
2012,1,20.40816307,0
2012,1,17.94871712,0
2012,1,14.79289913,0
2012,1,19.23077011,0
2012,1,23.35164833,0
2012,0,29.80769157,1
2012,1,17.09401703,0
2012,1,22.22222137,0
2012,0,29.80769157,1
2012,0,7.692307472,1
2012,0,18.26922989,1
2012,1,13.88888931,0
2012,1,24.03846169,0
2012,1,15.38461494,0
2012,0,12.23776245,1
2012,0,9.615385056,1
2012,1,13.46153831,0
2012,1,20.38461494,0
2012,1,24.03846169,0
2012,0,14.90384579,1
2012,1,14.61538506,0
2012,0,16.34615326,1
2012,1,13.67521381,0
2012,0,21.97802162,1
2012,1,38.46154022,0
2012,0,13.46153831,1
2012,1,21.67832184,0
2012,1,10.2564106,0
2012,0,25,1
2012,1,16.66666603,0
2012,1,22.05128288,0
2012,1,11.05769253,0
2012,0,10.1960783,1
2012,0,13.46153831,1
2012,0,15.38461494,1
2012,1,16.82692337,0
2012,1,32.30769348,0
2012,1,21.63461494,0
2012,0,19.23077011,1
2012,0,50,1
2012,0,16.82692337,1
2012,0,17.54807663,1
2012,1,24.13003731,0
2012,1,16.82692337,0
2012,1,14.18269253,0
2012,0,14.42307663,1
2012,1,15.86538506,0
2012,0,13.94230747,1
2012,1,43.26922989,0
2012,1,16.63461494,0
2012,1,18.80341911,0
2012,0,32.88461685,1
2012,0,39.90384674,1
2012,1,36.15384674,0
2012,0,21.23397446,1
2012,1,28.84615326,0
2012,1,26.92307663,0
2012,1,31.42589188,0
2012,1,15.38461494,0
2012,1,24.03846169,0
2012,1,16.5,0
2012,1,24.03846169,0
2012,1,28.84615326,0
2012,1,13.73626328,0
2012,0,19.23077011,1
2012,1,14.125,0
2012,1,24.03846169,0
2012,0,14.42307663,1
2012,1,30.76922989,0
2012,1,21.15384674,0
2012,0,17.69230843,1
2012,1,15.86538506,0
2012,1,26.44230843,0
2012,1,32.69230652,0
2012,0,19.23077011,1
2012,1,12.82051277,0
2012,1,20.94017029,0
2012,0,18.26922989,1
2012,0,26.44230843,1
2012,1,7.777777672,0
2012,1,24.03846169,0
2012,1,21.63461494,0
2012,1,9.467455864,0
2012,0,13.46153831,1
2012,0,26.44230843,1
2012,1,14.9572649,0
2012,0,48.07692337,1
2012,1,43.07692337,0
2012,0,17.30769157,1
2012,0,10.57692337,1
2012,1,13.73626328,0
2012,1,13.46153831,0
2012,0,33.65384674,1
2012,1,24.03846169,0
2012,1,19.23077011,0
2012,1,26.70940208,0
2012,0,17.78846169,1
2012,1,28.84615326,0
2012,0,17.78846169,1
2012,0,14.65201473,1
2012,1,34.61538315,0
2012,1,45.67307663,0
2012,0,17.30769157,1
2012,0,20.67307663,1
2012,1,14.42307663,0
2012,0,12.01923084,1
2012,0,23.07692337,1
2012,1,29.9145298,0
2012,1,19.23077011,0
2012,1,21.36752129,0
2012,0,5.769230843,1
2012,1,16.66666603,0
2012,0,19.71153831,1
2012,0,16.82692337,1
2012,1,26.92307663,0
2012,0,16.55982971,1
2012,1,11.92307663,0
2012,1,29.91538429,0
2012,0,18.07692337,1
2012,1,16.82692337,0
2012,1,17.09401703,0
2012,0,11.05769253,1
2012,0,29.38568306,1
2012,0,17.62820435,1
2012,1,26.44230843,0
2012,0,21.63461494,1
2012,1,28.84615326,0
2012,1,28.38827896,0
2012,0,12.01923084,1
2012,1,12.85714245,0
2012,0,14,1
2012,0,23.93162346,1
2012,1,10.22913265,0
2012,0,27.2435894,1
2012,1,19.71153831,0
2012,1,31.25,0
2012,1,16.82692337,0
2012,0,27.47252655,1
2012,1,45.67307663,0
2012,0,19.23077011,1
2012,1,17.09134674,0
2012,1,20.83333397,0
2012,1,31.25,0
2012,0,13.03461552,1
2012,0,15.38461494,1
2012,1,18.18181801,0
2012,1,26.06837654,0
2012,1,22.69230843,0
2012,1,20.19230843,0
2012,0,13.46153831,1
2012,1,23.07692337,0
2012,0,16.82692337,1
2012,1,17.09401703,0
2012,0,21.36752129,1
2012,1,28.84615326,0
2012,1,57.69230652,0
2012,0,16.82692337,1
2012,1,11.65501213,0
2012,1,16.34615326,0
2012,0,32.21154022,1
2012,1,38.60577011,0
2012,0,9.615385056,1
2012,0,15.86538506,1
2012,0,13.84615421,1
2012,1,17.78942299,0
2012,1,16.34615326,0
2012,1,10.57692337,0
2012,1,10.57692337,0
2012,1,22.43589783,0
2012,0,14.90384579,1
2012,0,72.11538696,1
2012,0,4.273504257,1
2012,0,4.273504257,1
2012,1,9.134614944,0
2012,1,36.05769348,0
2012,0,37.39316177,1
2012,0,12.98076916,1
2012,0,16.82692337,1
2012,1,36.09401703,0
2012,1,43.80341721,0
2012,1,12.98076916,0
2012,0,13.00480747,1
2012,0,26.04166603,1
2012,0,16.82692337,1
2012,1,19.03846169,0
2012,0,16.66666603,1
2012,1,18.26922989,0
2012,0,14.42307663,1
2012,1,15.38461494,0
2012,0,11.12266159,1
2012,1,14.42307663,0
2012,1,19.23077011,0
2012,1,25.96153831,0
2012,1,39.90384674,0
2012,0,14.79289913,1
2012,0,14.90384579,1
2012,1,21.63461494,0
2012,0,15.38461494,1
2012,1,31.25,0
2012,0,31.11111069,1
2012,0,24.03846169,1
2012,0,26.92307663,1
2012,1,16.14658928,0
2012,0,15.28340054,1
2012,0,14.42307663,1
2012,1,11.1888113,0
2012,0,12.25490189,1
2012,1,15.23076916,0
2012,0,8.653845787,1
2012,1,55.28845978,0
2012,0,12.98076916,1
2012,0,16.53846169,1
2012,0,29.38034248,1
2012,0,12.06730747,1
2012,1,20.2429142,0
2012,0,9.615385056,1
2012,0,33.42266846,1
2012,1,42.30769348,0
2012,1,20.97902107,0
2012,1,38.46154022,0
2012,0,19.23077011,1
2012,0,2.5,1
2012,0,11.15384579,1
2012,0,33.65384674,1
2012,0,9.615385056,1
2012,0,7.796257973,1
2012,0,21.63461494,1
2012,1,14.42307663,0
2012,0,19.76495743,1
2012,0,24.03846169,1
2012,1,18.46153831,0
2012,0,14.90384579,1
2012,0,18.80341911,1
2012,0,14.66346169,1
2012,0,18.75,1
2012,1,19.03846169,0
2012,0,24.03846169,1
2012,0,26.44230843,1
2012,0,7.692307472,1
2012,0,28.84615326,1
2012,1,12.98076916,0
2012,1,16.48351669,0
2012,0,9.935897827,1
2012,0,9.615385056,1
2012,0,13.67521381,1
2012,1,12.0165596,0
2012,1,21.63461494,0
2012,1,27.77777863,0
2012,1,15.81196594,0
2012,1,29.80769157,0
2012,0,10.09615421,1
2012,0,14.42307663,1
2012,0,19.23077011,1
2012,1,8.547008514,0
2012,0,12.01923084,1
2012,1,13.31360912,0
2012,1,21.15384674,0
2012,0,15.52532864,1
2012,1,48.07692337,0
2012,1,29.9145298,0
2012,0,31.25,1
2012,0,15.38461494,1
2012,0,11.33241749,1
2012,0,20.91346169,1
2012,1,26.32596207,0
2012,0,22.59615326,1
2012,1,28.84615326,0
2012,1,28.41880417,0
2012,1,13.70288467,0
2012,0,10.09615421,1
2012,0,29.80769157,1
2012,1,15.38461494,0
2012,0,13.94230747,1
2012,1,28.04487228,0
2012,0,20.19230843,1
2012,1,19.23077011,0
2012,0,19.23077011,1
2012,0,13.98601437,1
2012,1,48.07692337,0
2012,0,2.884615421,1
2012,0,16.34615326,1
2012,1,14.32692337,0
2012,0,11.53846169,1
2012,1,16.82692337,0
2012,1,50,0
2012,1,16.34615326,0
2012,1,20.94017029,0
2012,1,33.65384674,0
2012,1,26.44230843,0
2012,0,26.70940208,1
2012,1,21.36752129,0
2012,0,14.42307663,1
2012,1,16.14999962,0
2012,0,20.67307663,1
2012,1,59.8290596,0
2012,0,42.73504257,1
2012,1,36.05769348,0
2012,0,36.05769348,1
2012,0,13.94230747,1
2012,1,20.81730843,0
2012,0,19.23077011,1
2012,1,15.73426533,0
2012,0,27.40384674,1
2012,0,29.05982971,1
2012,1,14.83516502,0
2012,0,24,1
2012,1,23.55769157,0
2012,0,27.88461494,1
2012,1,12.01923084,0
2012,1,29.80769157,0
2012,0,10.89743614,1
2012,1,15,0
2012,1,19.80769157,0
2012,0,16.23931694,1
2012,1,26.92307663,0
2012,1,42.58241653,0
2012,1,28.07692337,0
2012,1,21.56862831,0
2012,0,24.30069923,1
2012,1,13.46153831,0
2012,0,12.5,1
2012,1,21.15384674,0
2012,0,33.65384674,1
2012,0,24.03846169,1
2012,1,26.44230843,0
2012,1,24.29829025,0
2012,1,27.88461494,0
2012,0,24.03846169,1
2012,0,17.30769157,1
2012,1,21.15384674,0
2012,0,36.05769348,1
2012,1,14.61538506,0
2012,1,17.09401703,0
2012,1,16.73077011,0
2012,0,16.02564049,1
2012,1,74.5192337,0
2012,1,16.82692337,0
2012,0,40.86538315,1
2012,1,22.11538506,0
2012,0,26.44230843,1
2012,0,20.19230843,1
2012,1,19.23077011,0
2012,0,20.67307663,1
2012,1,16.82692337,0
2012,1,15.86538506,0
2012,0,8.413461685,1
2012,0,21.63461494,1
2012,1,9.265734673,0
2012,0,11.53846169,1
2012,0,13.94230747,1
2012,1,40.95441437,0
2012,0,31.53846169,1
2012,0,21.15384674,1
2012,0,15.38461494,1
2012,0,7.574175835,1
2012,0,14.90384579,1
2012,1,12.82051277,0
2012,1,26.2260685,0
2012,1,28.35913467,0
2012,1,20.97902107,0
2012,0,28.84615326,1
2012,0,15.38461494,1
2012,0,15.38461494,1
2012,1,13.46153831,0
2012,0,13.46153831,1
2012,1,20.19230843,0
2012,1,18.55769157,0
2012,0,14.02740383,1
2012,1,44.87179565,0
2012,0,13.46153831,1
2012,0,16.82692337,1
2012,0,19.23077011,1
2012,1,29.80769157,0
2012,0,20,1
2012,1,24.03846169,0
2012,1,62.5,0
2012,0,22.59615326,1
2012,1,35.57692337,0
2012,1,34.72222137,0
2012,1,19.23077011,0
2012,0,15.38461494,1
2012,0,14.42307663,1
2012,1,30.28846169,0
2012,0,8.07692337,1
2012,1,19.23077011,0
2012,0,9.615385056,1
2012,0,21.63461494,1
2012,0,15.96153831,1
2012,1,45.91345978,0
2012,0,12.5,1
2012,1,39.23077011,0
2012,0,48.07692337,1
2012,0,26.44230843,1
2012,1,23.07692337,0
2012,1,26.44230843,0
2012,1,31.25,0
2012,1,69.71154022,0
2012,0,11.53846169,1
2012,0,19.23173141,1
2012,1,19.71249962,0
2012,0,8.653845787,1
2012,0,44.50549316,1
2012,0,34.56826782,1
2012,1,19.23077011,0
2012,1,23.07692337,0
2012,0,25.96153831,1
2012,1,19.23077011,0
2012,0,21.63461494,1
2012,1,24.33280945,0
2012,0,59.61538315,1
2012,1,21.15384674,0
2012,1,21.15384674,0
2012,1,46.15480804,0
2012,0,31.73077011,1
2012,1,38.46154022,0
2012,1,35.25640869,0
2012,0,32.69230652,1
2012,1,9.134614944,0
2012,0,33.65384674,1
2012,0,24.51922989,1
2012,1,19.23077011,0
2012,1,38.46154022,0
2012,1,28.84711456,0
2012,0,12.01923084,1
2012,0,14.61538506,1
2012,1,36.05769348,0
2012,0,23.55865479,1
2012,0,8,1
2012,1,20.19230843,0
2012,0,14.42307663,1
2012,1,16.82692337,0
2012,0,31.25,1
2012,0,20.33653831,1
2012,1,10,0
2012,0,5.769230843,1
2012,1,20.91346169,0
2012,0,15.38461494,1
2012,0,23.07692337,1
2012,0,16.48351669,1
2012,0,15.14423084,1
2012,1,31.77083397,0
2012,0,31.25,1
2012,1,31.25,0
2012,0,22.59615326,1
2012,0,44.23077011,1
2012,0,17.78846169,1
2012,1,42.30769348,0
2012,1,43.26922989,0
2012,0,27.47252655,1
2012,0,12.98076916,1
2012,0,8,1
2012,1,36.05769348,0
2012,0,15.38461494,1
2012,0,32.65625,1
2012,0,11.30298233,1
2012,0,18.99038506,1
2012,1,3.028846264,0
2012,1,19.71153831,0
2012,0,32.17455673,1
2012,0,23.07692337,1
2012,0,29.32692337,1
2012,0,28.84615326,1
2012,0,12.01923084,1
2012,1,34.85577011,0
2012,0,23.07692337,1
2012,0,17.36111069,1
2012,1,24.03846169,0
2012,0,21.63461494,1
2012,1,12.01923084,0
2012,0,43.26922989,1
2012,0,28.84615326,1
2012,0,19.95192337,1
2012,1,28.84615326,0
2012,0,26.44230843,1
2012,1,18.75,0
2012,1,29.80769157,0
2012,0,14.42307663,1
2012,1,46.15384674,0
2012,0,46.15384674,1
2012,1,26.44230843,0
2012,1,42.78845978,0
2012,1,24.03846169,0
2012,0,20.19230843,1
2012,1,36.29807663,0
2012,1,35.76922989,0
2012,1,5.128205299,0
2012,1,19.23077011,0
2012,1,13.46153831,0
2012,1,11.05769253,0
2012,1,11.53846169,0
2012,1,23.07692337,0
2012,0,16.92307663,1
2012,0,24.03846169,1
2012,1,43.26922989,0
2012,1,37.11538315,0
2012,0,7.211538315,1
2012,1,25.51020432,0
2012,1,28.07692337,0
2012,1,25.51020432,0
2012,0,10.48951054,1
2012,0,18.80341911,1
2012,0,37.5,1
2012,0,19.23077011,1
2012,1,43.58974457,0
2012,0,9.615385056,1
2012,1,33.52040863,0
2012,0,19.23077011,1
2012,0,11.15384579,1
2012,0,23.07692337,1
2012,1,24.03846169,0
2012,0,20.2429142,1
2012,1,17.78846169,0
2012,1,40.86538315,0
2012,1,38.46154022,0
2012,1,29.9145298,0
2012,0,22.83653831,1
2012,1,24.03846169,0
2012,0,24.03846169,1
2012,1,24.61538506,0
2012,1,26.44230843,0
2012,0,40.86538315,1
2012,1,36.05769348,0
2012,0,22.59615326,1
2012,0,22.11538506,1
2012,0,21.63461494,1
2012,1,26.92307663,0
2012,0,35.04273605,1
2012,1,28.84615326,0
2012,1,32.64758682,0
2012,0,44.23077011,1
2012,1,25.96153831,0
2012,1,25,0
2012,0,9.615385056,1
2012,1,27.47252655,0
2012,1,18.75,0
2012,0,14.90384579,1
2012,1,34.61538315,0
2012,1,29.9145298,0
2012,0,13.54166698,1
2012,0,4.427083492,1
2012,0,23.55769157,1
2012,1,64.2857132,0
2012,1,23.2142849,0
2012,0,15.86538506,1
2012,1,18.26922989,0
2012,1,25,0
2012,1,18.26922989,0
2012,1,48.07692337,0
2012,1,33.65384674,0
2012,0,41.82692337,1
2012,1,24.03846169,0
2012,1,4.437870026,0
2012,0,7.407407284,1
2012,0,24.03846169,1
2012,0,35.09615326,1
2012,0,19.23077011,1
2012,1,23.80952454,0
2012,0,25.30364418,1
2012,0,24.03846169,1
2012,0,25.96153831,1
2012,1,10.91346169,0
2012,1,32.69230652,0
2012,0,36.32478714,1
2012,1,34.61538315,0
2012,0,28.20512772,1
2012,1,12.01923084,0
2012,0,33.65384674,1
2012,0,45.67307663,1
2012,1,28.84615326,0
2012,1,38.46154022,0
2012,1,26.92307663,0
2012,1,20.67307663,0
2012,1,34.61538315,0
2012,0,26.15384674,1
2012,0,17.88461494,1
2012,0,24.03846169,1
2012,1,34.61538315,0
2012,0,24.03846169,1
2012,1,13.18681335,0
2012,1,15.16272163,0
2012,0,20,1
2012,0,14.42307663,1
2012,1,28.84615326,0
2012,1,37.5,0
2012,1,11.53846169,0
2012,1,24.03846169,0
2012,0,22.72727203,1
2012,1,19.23077011,0
2012,1,12.82051277,0
2012,1,44.37869644,0
2012,1,50.48077011,0
2012,1,28.84711456,0
2012,0,17.78846169,1
2012,0,14.42307663,1
2012,1,17.78846169,0
2012,1,22.5,0
2012,0,23.07692337,1
2012,1,20.43269157,0
2012,1,19.23077011,0
2012,0,22,1
2012,1,35.09615326,0
2012,0,31.25,1
2012,1,19.23173141,0
2012,1,19.23077011,0
2012,1,19.23173141,0
2012,1,37.69230652,0
2012,0,26.15384674,1
2012,0,25.64102554,1
2012,0,26.44230843,1
2012,1,47.00854874,0
2012,1,24.03846169,0
2012,1,10.57692337,0
2012,1,19.23077011,0
2012,0,13.94230747,1
2012,1,17.30769157,0
2012,1,19.23077011,0
2012,1,25,0
2012,1,31.46853065,0
2012,0,19.23077011,1
2012,1,48.07692337,0
2012,1,50.96154022,0
2012,1,23.2142849,0
2012,1,34.72222137,0
2012,1,41.66666794,0
2012,0,14.10000038,1
2012,0,43.26922989,1
2012,1,27.97202873,0
2012,0,8.505917549,1
2012,1,57.69230652,0
2012,1,12.5,0
2012,1,18.75,0
2012,1,25.96153831,0
2012,0,21.36752129,1
2012,1,33.65384674,0
2012,0,16.15384674,1
2012,1,13.46153831,0
2012,1,25.76922989,0
2012,0,38.46154022,1
2012,1,15.38461494,0
2012,1,33.16326523,0
2012,1,25.51020432,0
2012,0,19.38775444,1
2012,0,26.53846169,1
2012,0,19.23173141,1
2012,0,35.09615326,1
2012,1,12.01923084,0
2012,1,17.11538506,0
2012,0,44.23077011,1
2012,1,33.65384674,0
2012,0,49.03845978,1
2012,0,38.46154022,1
2012,0,43.26922989,1
2012,1,21.1546154,0
2012,1,25.64102554,0
2012,1,25.64102554,0
2012,1,25,0
2012,0,22.11538506,1
2012,1,28.84615326,0
2012,1,33.65384674,0
2012,0,13.46153831,1
2012,1,33.65384674,0
2012,0,39.14855957,1
2012,0,2.991452932,1
2012,1,5,0
2012,0,24.03846169,1
2012,1,34.61538315,0
2012,1,19.23077011,0
2012,0,24.03846169,1
2012,0,36.32478714,1
2012,0,18.80341911,1
2012,0,23.07692337,1
2012,0,26.39860153,1
2012,1,21.4285717,0
2012,1,38.46154022,0
2012,1,24.03846169,0
2012,0,41.82692337,1
2012,0,15.625,1
2012,0,16.82788467,1
2012,0,24.03846169,1
2012,0,14.42307663,1
2012,1,30.76922989,0
2012,0,20.67307663,1
2012,0,43.26922989,1
2012,0,25.64102554,1
2012,0,23.4375,1
2012,0,19.23077011,1
2012,0,19.23077011,1
2012,0,17.30769157,1
2012,0,20.27026939,1
2012,0,19.23077011,1
2012,1,38.46154022,0
2012,0,24.03846169,1
2012,0,13.94230747,1
2012,1,15.38461494,0
2012,0,17.10641098,1
2012,1,24.03846169,0
2012,0,17.78846169,1
2012,1,28.84615326,0
2012,0,28.84615326,1
2012,1,40.86538315,0
2012,1,24.572649,0
2012,1,20.19230843,0
2012,0,9.375,1
2012,1,19.23077011,0
2012,1,5,0
2012,1,31.25,0
2012,1,12.30769253,0
2012,0,12.01923084,1
2012,0,23.07692337,1
2012,0,25,1
2012,0,10.57692337,1
2012,0,20.19230843,1
2012,0,30.76922989,1
2012,1,43.26922989,0
2012,1,43.26922989,0
2012,1,28.84615326,0
2012,1,19.23077011,0
2012,1,25.72115326,0
2012,1,15.38461494,0
2012,1,10.72115421,0
2012,0,29.05982971,1
2012,0,38.46154022,1
2012,0,17.78846169,1
2012,0,24.03846169,1
2012,1,25.98752594,0
2012,0,14.42307663,1
2012,1,17.09401703,0
2012,0,24.03846169,1
2012,0,17.78846169,1
2012,1,30.21977997,0
2012,1,17.62820435,0
2012,1,21.63461494,0
2012,0,20,1
2012,0,17.30769157,1
2012,1,14.42307663,0
2012,1,21.63461494,0
2012,1,30.76922989,0
2012,1,28.84615326,0
2012,0,17.30769157,1
2012,1,38.46154022,0
2012,0,14.02740383,1
2012,1,34.61538315,0
2012,1,33.0128212,0
2012,1,30.04807663,0
2012,0,22.59615326,1
2012,1,28.84615326,0
2012,0,30.28846169,1
2012,0,24.03846169,1
2012,1,25.64102554,0
2012,1,16.82692337,0
2012,1,20.19230843,0
2012,1,16.20192337,0
2012,0,40.95000076,1
2012,0,19.23077011,1
2012,1,37.01922989,0
2012,0,40.86538315,1
2012,0,15.38461494,1
2012,1,41.56105804,0
2012,0,22.63702011,1
2012,1,29.80769157,0
2012,0,28.84615326,1
2012,0,20.67307663,1
2012,1,32.90598297,0
2012,1,37.5,0
2012,1,20.19230843,0
2012,0,42.30769348,1
2012,0,19.23077011,1
2012,0,48.07692337,1
2012,0,13.78205109,1
2012,0,19.38775444,1
2012,0,24.03846169,1
2012,0,36.05769348,1
2012,1,43.26922989,0
2012,1,12.01923084,0
2012,1,49.09983444,0
2012,0,43.26922989,1
2012,1,26.44230843,0
2012,0,25.96153831,1
2012,1,41.53845978,0
2012,1,45.67307663,0
2012,0,4.871794701,1
2012,1,19.23077011,0
2012,0,15.38461494,1
2012,1,25.96153831,0
2012,0,42.78845978,1
2012,1,28.84615326,0
2012,1,37.5,0
2012,1,33.65384674,0
2012,1,31.25,0
2012,1,33.65480804,0
2012,1,8.012820244,0
2012,1,32.30769348,0
2012,0,25.96153831,1
2012,0,24.51922989,1
2012,1,20.94017029,0
2012,0,16.82692337,1
2012,0,29.78632545,1
2012,0,25.62451935,1
2012,0,25,1
2012,0,28.36538506,1
2012,1,36.71328735,0
2012,1,9.214743614,0
2012,1,11.05769253,0
2012,1,25,0
2012,1,25.21367455,0
2012,0,18.75,1
2012,1,14.42307663,0
2012,1,19.23077011,0
2012,1,29.9145298,0
2012,0,36.05769348,1
2012,0,19.23077011,1
2012,1,28.36634636,0
2012,0,24.44444466,1
2012,1,36.45833206,0
2012,1,24.72527504,0
2012,1,32.05128098,0
2012,0,8.653845787,1
2012,1,28.84615326,0
2012,0,17.09401703,1
2012,0,22.59615326,1
2012,0,24.03846169,1
2012,0,14.42307663,1
2012,1,20.83333397,0
2012,0,19.23077011,1
2012,0,8.653845787,1
2012,0,6.730769157,1
2012,0,13.55769253,1
2012,1,15.73426533,0
2012,1,16,0
2012,0,12.80080032,1
2012,1,45.19230652,0
2012,1,26.44230843,0
2012,0,13.46153831,1
2012,0,13.5010004,1
2012,0,14.42307663,1
2012,0,22.35528755,1
2012,0,16.90283394,1
2012,1,21.73077011,0
2012,0,17.06730843,1
2012,0,9.230769157,1
2012,0,15.22435856,1
2012,1,69.71154022,0
2012,1,17.30769157,0
2012,0,17.22756386,1
2012,1,28.84615326,0
2012,0,16.23931694,1
2012,1,26.92307663,0
2012,1,18.95729256,0
2012,1,10.57788467,0
